pmid,title,decision,evidence_scope,decision_rationale
35351963,"Repellency and insecticidal activity of seven Mugwort (Artemisia argyi) essential oils against the malaria vector Anopheles sinensis.",include_primary_synthesis,seven-population A. argyi oil chemotypes and malaria-vector assays,"Primary geographic comparison directly informs chemotype variation and vector phenotypes; oil activity remains mixture-level and requires non-target testing."
35355415,"The transcription factors TLR1 and TLR2 negatively regulate trichome density and artemisinin levels in Artemisia annua.",include_primary_synthesis,negative control of glandular trichomes and artemisinin,"Primary loss- and gain-of-function study informs developmental regulation of a sesquiterpene lactone; it is not comparative evidence across Artemisia species."
35568110,"Integrated metabolite profiling and transcriptome analysis reveals tissue-specific regulation of terpenoid biosynthesis in Artemisia argyi.",include_primary_synthesis,A. argyi tissue-specific terpenoid metabolomics and transcriptomics,"Primary integrated study directly informs root, stem, and leaf variation; associations require enzyme, orthology, and specimen-level validation."
35644103,"The truncated AaActin1 promoter is a candidate tool for metabolic engineering of artemisinin biosynthesis in Artemisia annua L.",include_primary_synthesis,promoter performance in A. annua glandular secretory trichomes,"Primary promoter-engineering study informs compartment-targeted expression; construct performance is not evidence for natural regulatory evolution."
36119570,"AabHLH112, a bHLH transcription factor, positively regulates sesquiterpenes biosynthesis in Artemisia annua.",include_primary_synthesis,bHLH regulation of beta-caryophyllene epi-cedrol and beta-farnesene,"Primary transgenic and expression study broadens non-artemisinin sesquiterpene regulation; product and tissue effects remain A. annua-specific."
36144681,"Full-Length Transcriptomic Sequencing and Temporal Transcriptome Expression Profiling Analyses Offer Insights into Terpenoid Biosynthesis in Artemisia argyi.",include_primary_synthesis,temporal and full-length A. argyi terpenoid transcriptomics,"Primary temporal transcriptome and volatile-profile study informs harvest-stage variation; expression and GC-MS associations do not establish causal pathway steps."
36303880,"Amorpha-4,11-diene synthase: a key enzyme in artemisinin biosynthesis and engineering.",include_review_context,ADS function and artemisinin pathway engineering,"Published review is useful for pathway and engineering context; ADS presence alone cannot establish artemisinin production in another species."
36541391,"Artemisinin as a therapeutic vs. its more complex Artemisia source material.",include_review_context,comparison of purified artemisinin with complex Artemisia material,"Published review frames source-material, matrix, consistency, and translation questions; claims about whole-leaf therapy require primary clinical and pharmacokinetic verification."
36555036,"Insecticidal Activity of a Component, (-)-4-Terpineol, Isolated from the Essential Oil of Artemisia lavandulaefolia DC. against Plutella xylostella (L.).",include_primary_synthesis,defined A. lavandulaefolia constituent and insect assay,"Primary isolation and bioassay study provides stronger constituent attribution than whole-oil screening; insecticidal activity is not mammalian safety or antiparasitic efficacy."
36564967,"AaMYB108 is the core factor integrating light and jasmonic acid signaling to regulate artemisinin biosynthesis in Artemisia annua.",include_primary_synthesis,light and jasmonate integration in artemisinin regulation,"Primary transcription-factor perturbation study informs environmental signaling in A. annua; network conservation and ecological generality remain untested."
36636815,"Synergistic interaction of two bHLH transcription factors positively regulates artemisinin biosynthetic pathway in Artemisia annua L.",include_primary_synthesis,cooperating bHLH transcription factors in artemisinin regulation,"Primary interaction and transgenic study informs combinatorial pathway control; engineered A. annua responses do not establish genus-wide regulatory architecture."
36807538,"Metabolic engineering of the anthocyanin biosynthetic pathway in Artemisia annua and relation to the expression of the artemisinin biosynthetic pathway.",include_primary_synthesis,cross-pathway engineering and artemisinin expression in A. annua,"Primary engineered-cell study informs pathway coupling and ROS-related artemisinin biology; anthocyanin manipulation is not evidence for native chemotype evolution."
37021639,"Future antimalarials from Artemisia? A rationale for natural product mining against drug-refractory Plasmodium stages.",include_review_context,Artemisia natural-product mining across Plasmodium stages,"Published review is useful for stage-aware antimalarial discovery and hypothesis generation; it does not substitute for primary stage-specific or clinical evidence."
37098222,"JA-Regulated AaGSW1-AaYABBY5/AaWRKY9 Complex Regulates Artemisinin Biosynthesis in Artemisia annua.",include_primary_synthesis,JA-responsive transcription-factor complex,"Primary protein-interaction and regulatory study informs trichome-localized artemisinin control; function outside A. annua remains unresolved."
37711006,"Traditional uses, Phytochemistry, Pharmacology, and Toxicology of the Genus Artemisia L. (Asteraceae): A High-value Medicinal Plant.",include_review_context,genus-level phytochemistry pharmacology and toxicology,"Published review is useful for discovery and safety context across Artemisia; broad pharmacological summaries require primary compound, preparation, and assay verification."
40251470,"Genome-wide identification and expression profiling of MYB transcription factors in Artemisia argyi.",include_primary_synthesis,A. argyi MYB family and terpenoid-related regulation,"Primary genome-wide candidate study extends transcriptional-regulatory coverage beyond A. annua; expression and motif inference do not establish target function or orthology."
40379160,"Artemisia annua L. essential oil-loaded chitosan nanoparticles: synthesis, characterization, in-vitro release kinetics, and acetylcholinesterase inhibition as a mode of action against plant-parasitic nematodes.",include_primary_synthesis,nanoformulated A. annua oil against plant-parasitic nematodes,"Primary formulation study informs delivery and nematode phenotype; nanoparticle-specific efficacy and safety cannot be generalized to free oil or purified terpenes."
40729014,"Genome-Wide Analysis of Oxidosqualene Cyclase Genes in Artemisia annua: Evolution, Expression, and Potential Roles in Triterpenoid Biosynthesis.",include_primary_synthesis,A. annua OSC gene family and triterpenoid biosynthesis,"Primary genome-wide OSC study expands C30 pathway evidence; predicted roles require enzyme and metabolite validation and do not establish antiparasitic activity."
40835905,"Genome-wide analysis of the AarPDR gene family in Artemisia argyi and its potential role in regulating terpenoids transport.",include_primary_synthesis,A. argyi PDR transporter family and terpenoid transport,"Primary comparative genomics study informs transport and compartment hypotheses; gene-family annotation and expression are not proof of substrate specificity."
41016651,"Phytochemical characterization and insight into the in vitro anthelmintic activity of Artemisia brevifolia Wall ex Dc. against the different life stages of the gastrointestinal nematode of sheep.",include_primary_synthesis,A. brevifolia chemistry and life-stage-resolved nematode assays,"Primary phytochemical and anthelmintic study directly expands species and parasite-stage coverage; constituent attribution and host translation require full-text extraction."
